|0|1|2
782|จ.อุดรธานี|อ.วังสามหมอ|ต.วังสามหมอ
783|จ.อุตรดิตถ์|อ.เมือง|ต.งิ้วงาม
784|จ.ศรีสะเกษ|อ.วังหิน|ต.บุสูง
785|จ.ลำปาง|อ.วังเหนือ|ต.วังเหนือ
786|จ.สระแก้ว|อ.วัฒนานคร|ต.วัฒนานคร
787|จ.พิษณุโลก|อ.วัดโบสถ์|ต.วัดโบสถ์
788|จ.เชียงราย|อ.เมือง|ต.ป่าอ้อดอนชัย
789|จ.ชัยนาท|อ.วัดสิงห์|ต.วัดสิงห์
790|จ.สกลนคร|อ.วานรนิวาส|ต.วานรนิวาส
791|จ.มหาสารคาม|อ.วาปีปทุม|ต.หนองแสง
792|จ.สกลนคร|อ.วาริชภูมิ|ต.วาริชภูมิ
793|จ.อุบลราชธานี|อ.วารินชำราบ|ต.วารินชำราบ
794|จ.เชียงราย|อ.แม่สรวย|ต.วาวี
795|จ.เพชรบูรณ์|อ.วิเชียรบุรี|ต.ท่าโรง
796|จ.สุราษฎร์ธานี|อ.วิภาวดี|ต.ตะกุกเหนือ
797|จ.อ่างทอง|อ.วิเศษชัยชาญ|ต.ไผ่จำศิล
798|จ.สระบุรี|อ.วิหารแดง|ต.เจริญธรรม
799|จ.เชียงราย|อ.เวียงแก่น|ต.หล่ายงาว
800|จ.เชียงราย|อ.เวียงชัย|ต.เวียงชัย
801|จ.เชียงราย|อำเภอเวียงเชียงรุ้ง|ตำบลทุ่งก่อ
802|จ.แพร่|อ.สูงแม่น|ต.เวียงทอง
803|จ.เชียงราย|อ.เวียงป่าเป้า|ต.เวียง
804|จ.สุราษฎร์ธานี|อ.เวียงสระ|ต.เวียงสระ
805|จ.น่าน|อ.เวียงสา|ต.กลางเวียง
806|จ.ลำพูน|อ.เวียงหนองล่อง|อ.กิ่ง
807|จ.เชียงใหม่|ต.เวียงแหง|ม.3
808|จ.นราธิวาส|อ.แว้ง|ต.แว้ง
809|จ.ขอนแก่น|อ.แวงน้อย|ต.แวงน้อย
810|จ.ขอนแก่น|อ.แวงใหญ่|ต.คอนฉิม
811|จ.ขอนแก่น|อ.เมือง|ม.6
812|จ.หนองคาย|อ.ศรีเชียงใหม่|ต.พานพร้าว
813|จ.สุรินทร์|อำเภอศรีณรงค์|ตำบลณรงค์
814|จ.เพชรบูรณ์|อ.ศรีเทพ|ต.สระกรวด
815|จ.อุดรธานี|อ.ศรีธาตุ|ต.ศรีธาตุ
816|สุโขทัย|ศรีนคร|คลองมะพลับ
817|จ.พัทลุง|ต.ลำสินธุ์อ.ศรีนครินทร์|ม.1
818|จ.พัทลุง|อ.ศรีบรรพต|ต.เขาย่า
819|จ.หนองบัวลำภู|อ.ศรีบุญเรือง|ต.เมืองใหม่
820|จ.สุพรรณบุรี|อ.ศรีประจันต์|ต.ศรีประจันต์
821|จ.มหาสารคาม|อ.บรบือ|ต.หนองสิม
822|จ.ปราจีนบุรี|อ.ศรีมหาโพธิ|ต.ศรีมหาโพธิ
823|จ.อุบลราชธานี|อ.ศรีเมืองใหม่|ต.นาคำ
824|จ.ศรีสะเกษ|อ.ศรีรัตนะ|ต.ศรีแก้ว
825|จ.บึงกาฬ|อ.ศรีวิไล|ต.ศรีวิไล
826|จ.นครพนม|อ.ศรีสงคราม|ต.ศรีสงคราม
827|จ.ร้อยเอ็ด|อ.ศรีสมเด็จ|ต.ศรีสมเด็จ
828|จ.ศรีสะเกษ|อ.เมือง|ต.เมืองเหนือ
829|จ.สุโขทัย|อ.ศรีสัชนาลัย|ต.หาดเสี้ยว
830|จ.นราธิวาส|อ.ศรีสาคร|ต.ซากอ
831|จ.สุโขทัย|อ.ศรีสำโรง|ต.คลองตาล
832|จ.นครสวรรค์|ต.ศาลเจ้าไก่ต่อ|ม.3
833|จ.สุรินทร์|อ.ศีขรภูมิ|ต.ระแงง
834|จ.กรุงเทพมหานคร|หลักสี่|แขวงทุ่งสองห้อง
835|จ.สกลนคร|อ.เมือง|ต.ธาตุเชิงชุม
836|จ.สงขลา|อ.เมือง|ต.บ่อยาง
837|จ.กาฬสินธุ์|อ.เมือง|ต.กาฬสินธุ์
838|จ.บุรีรัมย์|อ.สตึก|ต.นิคม
839|จ.สตูล|อ.เมือง|ต.พิมาน
840|จ.กรุงเทพมหานคร|ต.ฉิมพลี|ม.8
841|จ.สงขลา|อ.สทิงพระ|ต.จะทิงพระ
842|จ.สุรินทร์|อ.สนม|ต.สนม
843|จ.ฉะเชิงเทรา|อ.สนามชัยเขต|ต.คู้ยายหมี
844|จ.ลำปาง|อ.สบปราบ|ต.สบปราบ
845|จ.กาฬสินธุ์|อ.สมเด็จ|ต.สมเด็จ
846|จ.สมุทรปราการ|อ.เมืองสมุทรปราการ|ต.ปากน้ำ
847|จ.สมุทรสงคราม|อ.เมือง|ต.แม่กลอง
848|จ.สมุทรสาคร|อ.เมือง|ต.มหาชัย
849|จ.ชัยนาท|อ.สรรคบุรี|ต.แพรกศรีราชา
850|จ.ชัยนาท|อ.สรรพยา|ต.สรรพยา
851|จ.สระแก้ว|อ.เมืองสระแก้ว|ต.สระแก้ว
852|จ.สระบุรี|อ.เมือง|ต.ปากเพรียว
853|จ.ร้อยเอ็ด|อ.อาจสามารถ|ม.1
854|จ.ลพบุรี|อ.สระโบสถ์|ต.นิยมชัย
855|จ.อุดรธานี|ต.สร้างคอม|ม.1
856|จ.กำแพงเพชร|อ.ขาณุวรลักษบุรี|ต.สลกบาตร
857|จ.สุพรรณบุรี|ต.สวนแตง|4
858|จ.ราชบุรี|อ.สวนผึ้ง|ต.ป่าหวาย
859|จ.สุโขทัย|อ.สวรรคโลก|ต.ย่านยาว
860|จ.สกลนคร|อ.สว่างแดนดิน|ต.สว่างแดนดิน
861|จ.อุบลราชธานี|ต.แก่งโดม|ม.1
862|จ.อุทัยธานี|อ.สว่างอารมณ์|ต.สว่างอารมณ์
863|จ.ชุมพร|อ.สวี|ต.นาโพธิ์
864|จ.กาฬสินธุ์|อ.สหัสขันธ์|ต.โนนบุรี
865|จ.แพร่|อ.สอง|ต.บ้านกลาง
866|จ.สกลนคร|อ.ส่องดาว|ต.ส่องดาว
867|จ.สุพรรณบุรี|อ.สองพี่น้อง|ต.สองพี่น้อง
868|จ.จันทบุรี|อ.สอยดาว|ต.ปะตง
869|จ.สงขลา|อ.สะเดา|ต.สะเดา
870|จ.สงขลา|อ.นาทวี|ต.สะท้อน
871|จ.สงขลา|อ.สะบ้าย้อย|ต.สะบ้าย้อย
872|จ.เชียงใหม่|อ.สะเมิง|ต.สะเมิงใต้
873|จ.สุรินทร์|อ.สังขะ|ต.สังขะ
874|จ.หนองคาย|อ.สังคม|ต.แก้งไก่
875|จ.เชียงใหม่|อ.สันกำแพง|ต.สันกำแพง
876|จ.เชียงใหม่|อ.แม่อาย|ต.สันต้นหมื้อ
877|จ.น่าน|อ.สันติสุข|ต.คู่พงษ์
878|จ.เชียงใหม่|ต.สันทรายน้อย|ม.3
879|จ.เชียงใหม่|อ.สันป่าตอง|ต.ทุ่งต้อม
880|จ.พิจิตร|อ.สากเหล็ก|ต.สากเหล็ก
881|จ.พิจิตร|อ.สามง่าม|ต.สามง่าม
882|จ.ชัยนาท|อ.หันคา|ต.สามง่ามท่าโบสถ์
883|จ.ตาก|อ.สามเงา|ต.สามเงา
884|จ.กาฬสินธุ์|ต.หนองช้าง|ม.8
885|จ.สุพรรณบุรี|อ.สามชุก|ต.สามชุก
886|จ.นครปฐม|อ.สามพราน|ต.สามพราน
887|จ.กรุงเทพมหานคร|เขตบางคอแหลม|แขวงพระยาไกร
888|จ.เพชรบูรณ์|อ.วิเชียรบุรี|ต.สระประดู่
889|จ.ประจวบคีรีขันธ์|อ.สามร้อยยอด|ต.ไร่เก่า
890|จ.ปัตตานี|อ.สายบุรี|ต.ตะลุบัน
891|จ.เชียงใหม่|อ.สารภี|ต.ยางเนิ้ง
892|จ.อุบลราชธานี|อ.สำโรง|ต.สำโรง
893|จ.สุรินทร์|อ.สำโรงทาบ|ต.หนองไผ่ล้อม
894|จ.ตรัง|อ.สิเกา|ต.บ่อหิน
895|สงขลา|สิงหนคร|ชิงโค
896|จ.สิงห์บุรี|อ.เมือง|ต.ต้นโพธิ์
897|จ.นครศรีธรรมราช|อ.สิชล|ต.สิชล
898|จ.อุบลราชธานี|ต.นิคมสร้างตนเองลำโดมน้อย|ม.2
899|จ.นครราชสีมา|อ.สีคิ้ว|ต.มิตรภาพ
900|จ.ขอนแก่น|อ.สีชมพู|ต.วังเพิ่ม
901|จ.นครราชสีมา|อ.สีดา|ต.โพนทอง
902|จ.มหาสารคาม|อ.พยัคฆภูมิพิสัย|ต.ปะหลาน
903|พิษณุโลก|เมืองพิษณุโลก|ดอนทอง
904|นครราชสีมา|เมืองนครราชสีมา|หนองจะบก
905|จ.สุโขทัย|อ.เมือง|ต.ธานี
906|จ.สุพรรณบุรี|อ.เมือง|ต.ท่าพี่เลี้ยง
907|จ.สุราษฎร์ธานี|อ.เมือง|ต.ตลาด
908|จ.สุรินทร์|อ.เมือง|ต.-
909|จ.หนองบัวลำภู|อ.สุวรรณคูหา|ต.สุวรรณคูหา
910|จ.ร้อยเอ็ด|อ.สุวรรณภูมิ|ต.สระคู
911|จ.ฉะเชิงเทรา|อ.เมือง|ต.คลองอุดมชลจร
912|จ.นราธิวาส|อ.สุไหงปาดี|ต.ปะลุรู
913|จ.นครราชสีมา|อ.สูงเนิน|ต.สูงเนิน
914|จ.แพร่|อ.สูงเม่น|ต.ดอนมูล
915|จ.พระนครศรีอยุธยา|อ.เสนา|ต.สามกอ
916|จ.อำนาจเจริญ|อ.เสนางคนิคม|ต.เสนางคนิคม
917|จ.ลำปาง|อ.เสริมงาม|ต.ทุ่งงาม
918|จ.ร้อยเอ็ด|อ.เสลภูมิ|ต.ขวัญเมือง
919|จ.สระบุรี|อ.เสาไห้|ต.สวนดอกไม้
920|จ.นครราชสีมา|อ.เสิงสาง|ต.เสิงสาง
921|จ.ตราด|อ.เขาสมิง|ต.แสนตุ้ง
922|จ.อ่างทอง|อ.แสวงหา|ต.แสวงหา
923|จ.บุรีรัมย์|อ.หนองกี่|ต.ทุ่งกระเด็น
924|จ.ขอนแก่น|อ.น้ำพอง|ม.10
925|จ.กาฬสินธุ์|อ.หนองกุงศรี|ต.ลำหนองแสน
926|จ.พิษณุโลก|อ.บางระกำ|ต.หนองกุลา
927|จ.หนองคาย|อ.เมือง|ต.ในเมือง
928|จ.สระบุรี|อ.หนองแค|ต.หนองแค
929|จ.กรุงเทพมหานคร|เขตหนองจอก|แขวงกระทุ่มลาย
930|จ.ปัตตานี|ต.ตุยง|ม.1
931|จ.อุทัยธานี|อ.หนองฉาง|ต.หนองฉาง
932|จ.พิษณุโลก|อ.พรหมพิราม|ต.มะต้อง
933|จ.เชียงใหม่|อ.หนองตอง|เทศบาลต.หนองตอง
934|นครสวรรค์|บรรพตพิสัย|หนองตางู
935|จ.สุรินทร์|อ.ท่าตูม|ต.เมืองแก
936|จ.ขอนแก่น|ต.บ้านโคก|ม.1
937|จ.นครสวรรค์|อ.หนองบัว|ต.หนองบัว
938|จ.ชัยภูมิ|อ.หนองบัวแดง|ต.หนองบัวแดง
939|จ.นครราชสีมา|อ.ด่านขุนทด|ต.หนองบัวตะเกียด
940|จ.ชัยภูมิ|อ.หนองบัวระเหว|ต.หนองบัวระเหว
941|จ.หนองบัวลำภู|อ.เมืองหนองบัวลำภู|ต.ลำภู
942|จ.ชัยภูมิ|อ.จัตุรัส|ต.หนองบัวใหญ่
943|จ.นครสวรรค์|อำเภอเมือง|ตำบลหนองกระโดน
944|จ.กาญจนบุรี|อ.หนองปรือ|ต.หนองปรือ
945|จ.เพชรบูรณ์|อ.หนองไผ่|ต.หนองไผ่
946|จ.กาญจนบุรี|ต.หนองฝ้าย|ม.1
947|จ.ร้อยเอ็ด|อ.หนองพอก|ต.หนองพอก
948|จ.ลพบุรี|อ.หนองม่วง|อ.กิ่ง
949|จ.แพร่|อำเภอหนองม่วงไข่|ตำบลหนองม่วงไข่
950|จ.ชัยนาท|ต.หนองมะโมง|ม.1
951|จ.ขอนแก่น|อ.หนองสองห้อง|ม.1
952|จ.สุรินทร์|อ.สังขะ|ต.สะกาด
953|จ.ขอนแก่น|อ.หนองเรือ|ต.หนองเรือ
954|จ.อุดรธานี|อ.หนองวัวซอ|ต.หมากหญ้า
955|จ.ขอนแก่น|อ.หนองสองห้อง|ต.หนองสองห้อง
956|จ.มุกดาหาร|อ.หนองสูง|ต.หนองสูงเหนือ
957|จ.อุดรธานี|อ.หนองแสง|ต.ทับกุง
958|จ.บุรีรัมย์|อำเภอหนองหงส์|ตำบลสระแก้ว
959|จ.สุพรรณบุรี|อ.หนองหญ้าไซ|ต.หนองหญ้าไซ
960|จ.เลย|อ.วังสะพุง|ต.หนองหญ้าปล้อง
961|จ.อุดรธานี|อ.หนองหาน|ต.หนองหาน
962|จ.เลย|กิ่งอำเภอหนองหิน|ต.หนองหิน
963|จ.ร้อยเอ็ด|หนองฮี|ต.
964|จ.เพชรบูรณ์|อ.หล่มเก่า|ต.หล่มเก่า
965|จ.เพชรบูรณ์|อ.หล่มสัก|ต.หล่มสัก
966|จ.ชุมพร|อ.หลังสวน|ต.ขันเงิน
967|จ.กาญจนบุรี|อ.ห้วยกระเจา|ต.ห้วยกระเจา
968|จ.ลพบุรี|อ.พัฒนานิคม|ต.ห้วยขุนราม
969|จ.อุทัยธานี|อ.หนองฉาง|ต.เขาบางแกลก
970|จ.นครราชสีมา|อ.ห้วยแถลง|ต.ห้วยแถลง
971|จ.ศรีสะเกษ|อ.ห้วยทับทัน|ต.ห้วยทับทัน
972|จ.นครราชสีมา|อ.ด่านขุนทด|ต.ห้วยบง
973|จ.กาฬสินธุ์|อ.ห้วยผึ้ง|ต.นิคมห้วยผึ้ง
974|จ.กาฬสินธุ์|อ.ห้วยเม็ก|ต.ห้วยเม็ก
975|จ.ตรัง|อ.ห้วยยอด|ต.ห้วยยอด
976|จ.บุรีรัมย์|ต.ห้วยราช|ม.6
977|จ.อำนาจเจริญ|อ.เมือง|ต.ห้วยไร่
978|จ.จันทบุรี|อ.ท่าใหม่|ต.ทุ่งเบญจา
979|จ.เชียงราย|อ.เมือง|ต.ห้วยสัก
980|จ.บึงกาฬ|อ.เมือง|ต.หอคำ
981|จ.ชัยนาท|อ.หันคา|ต.หันคา
982|จ.อำนาจเจริญ|อ.หัวตะพาน|ต.รัตนวารี
983|จ.นครศรีธรรมราช|อ.หัวไทร|ต.หัวไทร
984|จ.ลำปาง|อ.ห้างฉัตร|ต.ห้างฉัตร
985|จ.เชียงใหม่|อ.หางดง|ต.หางดง
986|จ.ตรัง|อ.ปะเหลียน|ต.ปะเหลียน
987|จ.ตรัง|อ.หาดสำราญ|ต.หาดสำราญ
988|จ.สงขลา|อ.หาดใหญ่|ต.หาดใหญ่
989|จ.สงขลา|อ.หาดใหญ่|ต.หาดใหญ่
990|จ.กระบี่|อ.เหนือคลอง|ต.เหนือคลอง
991|จ.อุบลราชธานี|ต.เหล่าเสือโก้ก|ม.6
992|จ.ชลบุรี|อ.ศรีราชา|ต.ทุ่งสุขลา
993|จ.นครนายก|อ.องครักษ์|ต.องครักษ์
994|จ.เชียงใหม่|ต.อมก๋อย|ม.1
995|จ.สระแก้ว|อ.อรัญประเทศ|ต.อรัญประเทศ
996|จ.สมุทรสงคราม|อ.อัมพวา|ต.อัมพวา
997|จ.สกลนคร|อ.อากาศอำนวย|ต.อากาศ
998|จ.อ่างทอง|อ.เมือง|ต.ตลาดหลวง
999|จ.ร้อยเอ็ด|อ.อาจสามารถ|ต.อาจสามารถ
1000|จ.ลำปาง|ต.พระบาท|152/11-13
1001|จ.ประจวบคีรีขันธ์|อ.เมือง|ต.อ่าวน้อย
1002|จ.กระบี่|อ.อ่าวลึก|ต.อ่าวลึกเหนือ
1003|จ.อำนาจเจริญ|อ.เมืองอำนาจเจริญ|ต.บุ่ง
1004|จ.สิงห์บุรี|อ.อินทร์บุรี|6
1005|จ.บุรีรัมย์|อ.เมือง|ต.อิสาณ
1006|จ.อุดรธานี|อ.เมือง|ต.หมากแข้ง
1007|จ.อุตรดิตถ์|อ.เมือง|ต.ท่าอิฐ
1008|จ.พระนครศรีอยุธยา|อ.อุทัย|ต.อุทัย
1009|จ.อุทัยธานี|อ.เมือง|ต.อุทัยใหม่
1010|จ.ศรีสะเกษ|อ.อุทุมพรพิสัย|ต.กำแพง
1011|จ.ขอนแก่น|อ.อุบลรัตน์|ต.เขื่อนอุบลรัตน์
1012|จ.อุบลราชธานี|อ.เมือง|ต.ในเมือง
1013|จ.ตาก|อ.อุ้มผาง|ต.อุ้มผาง
1014|จ.ลำพูน|อ.เมืองลำพูน|ต.อุโมงค์
1015|จ.สุพรรณบุรี|อ.อู่ทอง|ต.อู่ทอง
1016|จ.เลย|กิ่งอำเภอเอราวัณ|ต.ผาอินทร์แปลง
1017|จ.เชียงใหม่|อ.ฮอด|ต.หางดง
1018|จ.กรุงเทพมหานคร|เขตจตุจักร|แขวงเสนานิคม
1019|จังหวัดนครราชสีมา|อำเภอหนองบุญมาก|ตำบลหนองหัวแรต
1020|จังหวัดนครสวรรค์|อำเภอเมืองนครสวรรค์|ตำบลหนองปลิง
1021|จังหวัดชลบุรี|อำเภอหนองใหญ่|ตำบลหนองใหญ่
1022|จังหวัดร้อยเอ็ด|อำเภอเกษตรวิสัย|ตำบลเหล่าหลวง
1023|จังหวัดกระบี่|อำเภอเมืองกระบี่|ตำบลอ่าวนาง
